,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
Can2geterdone,0,11,1,1,2,0,0,0,0,7,9,13,0,4,7,6,0,0,0,0,1,0,5,10,7,3,2,5,0,0,0,0,1,3,0,4,8,1,9,0,0,0,0,0,1,3,14,12,0,0,5,8,0,0,0,0,1,3,18,20,0,1,0,0,0,0,0,0,10,0
Carolin17951107,0,6,12,0,0,0,0,7,4,6,1,0,0,0,6,0,0,0,0,0,0,2,1,2,0,10,5,4,0,0,0,0,0,2,6,10,5,7,6,5,0,0,0,6,7,2,0,0,0,22,2,0,0,0,0,8,6,1,0,3,9,4,7,0,0,0,0,7,9,0
Carolinaily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,84,61,0,0,0,10,68,13,0,0,0,6,12,10,7,5,64,11,34,8,0,0,0,10,9,14,12,24,2,22,7,0,0,0,0,0,15,21,29,4,0,0,0,3,4,0,0,4,0,0,0,0
Carolynyadayada,0,6,18,4,4,0,0,0,0,5,8,18,14,5,7,0,0,0,0,1,24,2,1,6,2,4,10,0,0,0,0,3,6,14,6,2,2,2,0,10,1,0,0,14,13,3,2,14,5,20,6,0,0,0,0,2,7,3,3,2,10,8,8,0,0,0,12,0,6,0
CashBama,0,0,0,0,0,0,13,12,7,8,12,4,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,4,4,8,3,5,0,1,6,0,0,0,3,13,11,4,9,0,0,4,0,0,0,3,4,0,2,0
Catheri96131917,1,3,8,2,0,1,5,7,3,9,5,3,5,5,0,0,0,0,0,4,6,6,5,3,2,6,8,0,0,0,0,1,9,0,5,3,4,1,0,0,0,0,1,3,5,3,0,5,2,1,7,1,1,0,2,6,3,4,0,1,1,0,1,0,0,0,2,4,4,0
ChN35633525,0,0,8,0,0,0,0,27,5,0,4,37,5,4,3,0,0,0,0,7,20,10,2,6,8,20,14,0,0,0,0,0,0,0,9,5,1,12,6,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,11,10,8,0,0,0,0,0,0,0
ChampionMtager,0,5,5,3,2,0,0,0,1,4,3,5,0,5,2,5,1,0,0,0,1,11,8,0,1,1,6,2,0,0,0,11,0,1,1,3,6,3,2,0,0,0,0,0,0,8,0,0,0,2,2,3,2,0,0,0,3,9,3,1,3,3,3,3,4,0,0,0,0,0
Chloe_Abeille,0,0,0,3,7,5,2,4,6,4,4,2,0,0,0,35,31,32,29,30,25,25,26,27,0,0,0,37,24,23,25,26,12,24,13,17,0,0,0,15,21,23,22,23,22,22,24,22,0,0,0,22,21,19,22,14,16,16,16,13,0,0,0,14,18,17,10,12,13,0
Chr1sle1ner,0,1,3,0,0,0,0,4,11,7,1,2,1,0,0,0,0,0,0,1,6,10,9,10,1,8,1,0,0,0,0,2,3,1,0,0,6,1,1,0,0,0,0,10,2,1,0,0,5,0,0,4,0,0,0,14,9,0,4,0,2,0,5,2,0,0,0,4,4,0
Chris_1791,0,7,4,1,0,0,0,6,5,5,6,7,9,2,4,1,0,0,1,2,2,1,3,1,3,1,0,0,0,0,1,2,2,4,1,1,4,1,0,0,0,0,1,1,7,8,8,7,4,6,2,1,0,1,0,4,7,5,3,7,3,2,3,1,0,2,2,1,6,0
Chrisconsrv1776,0,5,1,0,0,8,3,5,5,2,6,4,0,0,8,0,0,6,1,2,2,1,2,0,6,10,4,0,0,4,3,2,3,5,0,4,2,2,4,0,0,2,0,1,1,12,0,11,1,5,2,0,0,7,4,2,5,1,13,7,3,1,0,0,0,6,8,1,7,0
ClayreInTucson,0,0,0,6,0,0,0,0,16,17,11,0,4,10,3,9,0,0,0,0,6,2,10,0,6,6,0,12,0,0,0,0,7,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,6,0,0,10,0,0,1,5,0,0,0,3,2,0,0
Closer1775,0,1,10,0,1,2,1,0,1,11,0,7,0,4,8,0,0,3,3,0,0,0,10,0,1,4,0,0,0,1,1,0,0,0,7,1,3,0,1,0,0,1,0,0,0,2,0,0,17,1,3,0,0,0,0,0,1,10,0,0,0,0,5,7,9,3,0,0,8,0
ComicBookNOW,0,5,3,4,1,0,0,2,4,2,4,8,5,4,3,2,0,2,0,1,2,1,4,3,3,4,4,0,1,1,0,3,3,4,6,4,8,6,4,3,2,1,0,1,3,5,4,6,3,8,6,4,4,1,0,0,3,1,7,9,4,11,5,2,5,1,0,2,1,0
Commuternyc,0,0,0,0,1,0,0,5,2,2,3,0,3,0,0,0,2,0,1,0,5,14,0,0,0,1,0,1,1,0,6,2,12,0,0,0,9,5,1,0,6,11,1,5,2,15,12,11,2,1,3,0,0,2,8,2,4,3,3,0,0,3,0,0,3,12,0,0,10,0
ConcernedHigh,0,6,0,0,0,0,5,0,0,2,0,0,9,5,6,0,0,0,0,3,6,1,0,6,0,0,6,0,0,0,0,3,8,7,4,9,5,0,0,0,0,10,1,1,0,1,2,1,0,12,6,0,0,0,1,6,0,3,17,5,12,10,5,0,0,0,4,0,0,0
ConnieSuverkrup,0,0,6,0,14,3,0,11,1,12,9,10,5,2,2,0,0,0,0,0,0,0,0,0,27,7,14,14,0,0,0,0,0,4,1,7,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,4,9,10,4,0,3,4,0,5,0,0,0,0,0,0,0
Consermovement,0,0,0,0,0,0,0,0,19,7,1,8,2,5,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,28,0,1,0,14,12,0,0,0,0,0,0,0,0
Corp125Vet,0,30,0,0,3,0,0,7,0,3,16,3,7,0,0,0,0,0,0,2,3,3,3,8,3,4,1,0,0,0,0,0,0,0,0,4,8,0,0,0,1,2,2,4,0,5,5,0,1,5,2,0,0,3,0,4,0,0,11,1,8,0,0,0,1,4,0,0,0,0
CoulsonLance,0,0,0,0,0,1,6,0,7,4,9,9,0,0,0,0,8,13,11,5,5,5,5,3,7,0,1,9,0,1,0,2,5,2,2,17,2,4,2,7,0,0,0,1,0,11,18,4,0,0,5,4,0,0,0,0,2,1,12,3,2,0,0,2,0,0,0,0,1,0
CraneRhonda,0,12,4,0,3,9,0,0,13,10,11,3,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,10,0,0,0,0,0,7,3,0,0,0,17,9,0,3,1,0,0,0,5,0,0,0,0,5,0
Craybo23,0,21,16,2,7,0,3,0,0,0,20,0,12,18,0,0,13,0,12,0,0,15,2,15,8,28,25,0,0,0,0,14,0,0,13,0,7,4,24,0,5,3,4,0,0,17,0,23,0,24,0,17,0,14,0,25,1,24,12,18,1,15,0,19,0,0,4,0,0,0
Crypto_News___,0,1,3,1,2,1,0,2,10,3,6,1,2,1,2,2,0,0,0,2,0,1,1,2,2,4,3,3,0,0,2,5,4,0,4,5,3,7,3,2,1,2,5,8,8,5,0,7,1,4,6,0,2,5,4,5,2,7,1,2,2,1,4,3,2,2,3,1,3,0
DAVEROXX1,0,13,3,2,1,0,0,0,1,12,0,10,18,10,8,19,14,0,0,3,0,0,1,19,3,6,0,0,0,8,5,10,2,2,0,3,2,1,0,0,0,0,0,9,0,0,0,5,1,14,4,12,3,1,0,2,0,10,4,1,2,0,0,4,9,3,2,3,0,0
DBHnBuckhead2,0,2,1,3,0,0,0,5,0,1,1,4,5,3,2,1,0,0,0,0,3,0,11,10,2,5,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,4,3,10,5,4,4,6,1,2,1,0,0,0,9,5,5,3,8,0,2,1,0,0,0,0,5,0
DFost14,0,0,0,0,0,0,0,0,1,0,4,2,16,9,2,0,0,0,0,0,2,0,0,0,14,8,7,0,0,0,0,8,0,0,10,10,6,1,1,0,0,2,0,0,1,1,1,4,15,10,0,0,0,1,4,3,7,0,0,4,2,2,0,0,0,0,0,2,2,0
DICEY63,0,11,2,0,2,0,0,18,6,7,5,1,0,4,21,0,0,12,0,1,12,6,0,4,1,10,18,1,0,0,0,2,0,3,5,0,0,11,3,1,0,0,0,0,5,1,5,1,0,1,0,0,0,0,0,3,6,2,0,1,1,3,0,4,0,0,2,2,3,0
DJTGamers,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,31,34,0,0,0,0,0,0,0,0,0,37,2,0,1,0
DJTMentionsBot,0,0,0,7,3,0,11,17,0,6,0,2,9,0,8,5,2,6,0,0,0,2,9,0,7,8,0,0,0,0,0,2,0,1,0,2,6,0,1,0,0,0,0,0,1,3,1,0,1,2,0,0,0,0,5,17,0,0,0,0,0,0,3,0,0,0,0,1,7,0
DKBAdams,0,27,1,0,0,0,5,17,0,0,0,1,3,0,0,3,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,1,0,0,0,0,10,5,2,0,7,1,0,0,0,32,12,0,31,5,1,0,0,0,0,1,0,1,0,0,0
DLP75902038,0,6,4,0,0,0,0,10,19,14,0,3,3,2,7,0,0,0,0,0,0,2,0,0,4,3,5,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,4,3,10,1,0,0,3,5,0,0,0,0,1,1,1,16,0,3,2,8,1,0,0,0,1,0,0
DOfaquarius,0,6,11,0,1,4,12,7,5,8,2,0,0,4,6,0,3,1,4,5,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,8,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
DanaBoos3,0,23,3,0,0,0,0,0,0,0,11,19,0,2,6,0,0,0,0,0,1,0,0,0,0,0,2,14,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,3,0,9,3,4,10,0,0,0,0,12,5,0,1,1,5,16,0,0,0,0,6,0,0,0
DatHandsomeJerk,0,1,3,1,3,0,0,3,1,2,1,2,4,6,0,0,0,0,0,1,2,12,4,0,1,0,1,0,0,0,8,14,3,0,1,0,6,13,9,2,0,0,0,9,8,3,4,2,0,0,6,2,0,0,2,3,5,2,7,2,0,1,0,0,0,0,0,1,2,0
Dave13593715,0,9,0,0,0,0,9,2,0,0,2,1,0,11,0,0,0,0,10,0,0,0,0,0,6,4,0,0,0,0,19,0,0,0,0,0,7,7,6,0,0,0,7,0,0,1,0,0,4,6,1,0,0,0,10,4,0,0,0,0,8,20,4,0,0,0,5,0,0,0
DavidLabar7,0,17,0,0,0,0,0,6,2,1,3,4,6,5,0,0,0,0,0,1,5,4,1,1,4,1,1,0,0,0,4,8,4,1,1,0,9,1,0,0,0,0,0,3,0,3,5,4,6,3,0,0,0,0,0,4,7,0,0,14,0,2,1,0,0,0,0,9,1,0
DavidNoriega81,0,6,10,5,0,0,0,1,28,30,12,20,22,30,28,13,8,0,0,2,31,33,3,30,2,27,1,0,0,0,0,0,5,14,37,42,19,32,14,0,0,0,17,24,20,3,31,36,5,17,15,22,0,0,0,1,32,27,12,8,0,14,24,7,8,11,4,0,1,0
DclareDiane,0,2,0,0,0,0,3,12,10,0,1,1,3,4,0,0,0,0,6,5,6,6,0,0,1,0,0,0,0,0,0,13,8,0,0,12,0,0,0,0,0,0,0,9,16,0,0,0,3,0,0,0,0,0,8,5,5,0,4,4,5,0,0,0,0,0,0,6,0,0
DeansherryS,0,5,4,8,3,0,0,2,0,11,23,4,4,9,2,1,0,0,0,2,0,2,3,1,5,0,0,7,0,0,0,0,4,2,5,1,1,1,2,1,0,0,0,0,0,6,7,6,1,0,11,3,1,0,0,0,10,9,7,2,2,2,0,1,2,0,0,0,4,0
DebAlwaystrump,0,0,0,0,15,0,9,18,19,19,11,0,10,0,0,0,0,14,6,2,1,0,0,0,0,1,2,0,0,24,21,15,23,12,5,0,8,0,0,0,0,10,10,14,3,15,2,17,2,2,0,0,9,4,18,7,2,0,5,5,20,6,0,0,12,10,1,6,8,0
DebiLevine3,0,10,18,6,0,0,0,0,2,16,8,9,9,1,8,5,0,0,0,0,0,0,2,21,13,22,6,9,1,0,0,0,0,1,9,10,9,17,10,5,0,0,0,0,0,6,7,7,19,1,7,7,1,0,0,0,22,10,9,12,4,5,4,5,1,0,0,0,0,0
DebraMMason1,0,1,21,0,0,0,0,5,1,6,0,2,1,0,16,16,0,0,0,12,7,0,9,8,2,5,10,11,0,0,5,0,16,0,14,0,19,1,1,1,7,0,0,14,24,16,0,0,1,0,2,8,0,0,0,9,20,3,18,21,1,0,13,0,0,2,11,1,12,0
Demented_RTs,0,2,3,7,1,5,9,8,7,6,6,5,0,1,2,2,1,2,0,4,1,4,1,1,6,8,5,2,1,4,6,3,8,6,7,6,6,3,4,3,3,0,8,4,7,5,2,4,0,1,8,4,9,3,9,1,6,11,6,1,3,1,4,3,2,2,4,8,5,0
DesdeFlorida,0,0,0,0,0,8,0,0,0,0,2,6,19,0,0,0,0,0,1,2,3,1,5,0,0,0,0,0,0,0,0,0,5,0,5,0,6,0,0,0,0,0,0,7,0,9,17,3,5,5,0,0,0,0,0,26,6,12,3,3,0,0,0,0,0,0,9,3,4,0
Dialmond,0,5,6,0,0,0,0,3,6,0,5,0,9,0,0,6,0,1,0,3,0,10,13,5,8,4,4,2,0,0,0,19,0,5,0,1,0,1,4,0,0,0,0,2,0,9,7,7,2,0,11,0,0,0,0,3,5,6,2,4,2,1,5,0,0,0,0,0,3,0
DianaFry18,0,6,0,3,7,0,0,0,2,0,0,1,0,0,0,8,3,0,0,0,4,10,3,0,1,6,0,7,6,0,0,3,4,8,2,1,0,1,6,7,1,0,0,0,1,0,2,0,4,4,0,2,2,0,0,5,3,1,2,2,0,4,2,0,5,0,0,0,2,0
DianaSc99717236,0,0,5,12,0,0,0,0,9,12,16,1,4,5,5,1,0,0,0,0,9,1,3,0,6,0,0,7,0,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,7,4,13,6,0,0,0,0,0,0,0,0,0,0
Diana_Chumley,0,0,0,2,0,0,0,0,3,31,8,3,0,1,7,0,0,0,0,3,2,2,0,1,0,2,0,0,0,0,0,0,4,5,1,1,1,0,1,0,0,0,0,1,2,4,10,9,9,0,4,0,0,0,0,0,14,7,16,3,0,1,0,0,0,0,1,5,6,0
Diane19461,0,11,15,13,0,0,0,0,5,10,4,0,14,4,17,0,0,0,0,0,0,0,4,24,5,15,10,0,0,0,0,0,4,16,6,3,6,7,15,0,0,0,0,0,3,12,12,0,0,7,9,11,0,0,0,9,10,9,0,22,0,16,20,5,0,0,0,0,0,0
DoctorSekzi,0,11,8,4,3,5,2,5,0,0,9,1,2,2,2,1,0,1,4,4,0,4,7,3,1,1,3,2,1,0,0,0,0,1,8,0,2,1,2,4,1,0,0,0,0,0,5,7,4,3,6,0,1,0,3,4,1,0,0,2,15,1,1,1,2,3,1,4,0,0
DoingThings2017,0,1,7,0,0,0,1,0,0,0,0,0,0,1,9,17,0,0,15,1,7,0,10,4,15,13,23,8,0,0,0,3,5,1,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,5,15,0,0,0,3,0,0,0
DonnaCastel,0,15,0,0,0,0,3,13,5,1,0,0,8,0,0,8,0,0,0,12,7,0,16,0,13,12,8,0,1,0,0,7,6,0,8,0,3,6,3,0,0,0,0,0,0,7,6,11,13,3,0,0,0,12,0,3,0,1,9,5,0,0,0,0,0,0,0,10,0,0
DonnaReardon422,0,8,2,0,0,0,0,0,2,5,0,5,0,13,0,0,0,0,0,2,5,1,1,9,8,0,0,0,0,0,4,0,2,4,0,0,7,6,0,0,0,0,0,0,0,1,17,12,0,7,0,0,0,0,0,0,5,0,4,1,0,4,1,0,0,0,0,0,8,0
DorothyMontgom4,0,0,0,0,0,4,6,3,9,6,11,0,7,1,0,0,0,0,5,3,1,4,5,8,9,1,0,0,0,0,7,3,3,2,0,0,4,0,0,0,0,0,0,1,5,2,5,8,3,1,0,0,0,0,1,1,9,0,0,5,0,2,0,0,2,0,2,2,3,0
DrSue19380,0,5,0,0,0,0,1,21,1,1,2,0,0,0,0,0,0,0,0,5,0,0,9,19,7,0,0,0,0,0,2,3,8,7,0,0,2,0,0,0,0,0,0,0,5,1,0,21,3,0,0,0,0,0,0,19,3,14,21,13,0,0,0,0,0,0,4,6,8,0
DrThomasPaul,0,0,0,0,0,0,0,0,0,0,2,1,61,21,6,1,9,0,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,1,0,5,0,19,0,1,0,0,0,0,0,0,1,0,15,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DrummondJeff,0,0,1,0,2,1,1,6,10,10,13,0,0,0,4,0,0,1,0,0,0,2,0,2,4,7,4,0,0,0,0,2,0,2,0,6,1,10,4,0,0,0,1,2,1,2,7,0,0,0,0,0,1,0,0,3,4,0,16,13,6,0,1,0,0,0,3,1,1,0
EOLeinberger,0,0,0,0,0,0,0,0,2,2,4,0,0,5,4,0,0,3,12,0,0,0,0,1,0,4,1,0,2,0,2,5,5,1,2,0,4,0,1,0,0,3,2,5,0,6,10,0,0,2,6,0,0,0,7,13,6,3,0,3,2,3,7,7,0,7,0,4,4,0
EagleStarNET,0,3,6,3,4,1,1,1,1,5,2,5,4,8,3,3,0,0,1,1,0,5,3,3,1,0,2,2,0,0,1,1,2,2,0,3,0,2,3,3,2,0,1,1,6,5,8,4,7,3,6,4,2,1,2,2,6,7,7,5,8,3,4,1,3,0,1,1,3,0
EckleyToni,0,5,1,5,0,0,0,1,1,3,2,4,0,5,0,7,0,0,0,0,1,0,0,0,0,3,17,0,0,0,0,0,1,1,2,0,2,0,2,2,0,0,0,4,7,18,6,1,9,7,2,0,0,0,0,7,2,0,4,0,7,1,3,17,0,0,0,0,2,0
EdwinBond12,0,0,0,0,0,0,0,9,8,8,6,0,2,10,0,0,0,0,3,2,6,0,3,0,0,0,0,0,0,0,14,4,0,0,0,1,0,0,3,0,0,0,0,0,3,14,0,0,0,1,0,0,0,0,12,1,19,0,19,0,0,0,0,0,0,0,15,4,6,0
Eleisegui,0,0,0,0,0,0,0,0,0,0,0,0,18,17,28,18,3,0,10,22,33,24,13,12,9,8,8,3,1,0,0,2,2,2,1,0,1,5,4,0,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elisahe50385624,0,17,0,15,0,0,0,0,0,0,0,0,10,0,25,0,16,0,0,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,0
Elisalain3,0,7,0,3,9,0,0,0,0,0,0,11,4,0,11,0,0,0,0,0,0,0,0,0,14,0,38,7,0,0,0,0,0,15,4,0,0,0,0,21,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0
EliteKag,0,4,6,4,0,0,0,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,9,6,0,0,6,5,5,0,0,0,0,0,7,4,1,0,4,3,0,0,0,0,0,5,4,5,4,3,2,4,0,0,0,0,7,6,9,10,1,0,5,3,1,0,0,0,0,0
ElizabethBotros,0,2,0,1,0,0,9,8,5,11,5,0,3,0,0,0,0,0,0,5,8,4,2,4,3,0,0,0,0,0,3,5,5,3,2,0,2,0,0,0,0,0,4,10,0,8,0,4,1,0,1,0,0,1,2,2,0,0,0,1,5,3,0,0,0,0,2,8,3,0
ElizabethCarron,0,6,5,7,3,0,0,0,0,0,0,4,11,30,0,0,6,0,0,0,0,0,16,9,3,0,14,10,0,0,0,0,0,0,0,0,0,2,6,5,0,4,0,0,0,0,10,2,0,0,0,6,3,0,0,0,0,0,14,6,3,4,1,1,12,0,0,0,0,0
ElizabethGolli5,0,6,0,1,2,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,6,5,1,7,0,5,2,0,0,1,12,0,8,3,11,1,1,0,0,0,0,0,0,2,0,2,0,3,12,4,0,0,0,0,0,0,9,3,11,8,1,3,1,0,0,0,0,0,0
Elizabethkaywh2,0,2,3,0,0,0,0,1,9,6,4,1,3,4,5,0,0,0,0,11,2,5,1,5,0,6,0,0,0,0,4,11,5,8,2,4,4,0,0,0,0,0,6,0,4,5,9,2,5,5,1,0,0,0,1,16,0,4,3,5,0,0,0,0,0,0,7,5,8,0
Elon_Musk_World,0,31,20,25,14,6,44,47,44,45,47,46,49,25,20,13,3,5,10,18,29,20,23,9,18,6,8,3,11,8,15,24,18,19,24,32,18,15,11,14,17,19,31,33,61,76,54,44,42,25,30,15,24,16,32,46,76,65,31,51,41,30,25,12,20,9,24,29,34,0
Enrico056,0,7,4,1,0,0,0,4,9,10,2,1,6,3,3,3,0,0,0,0,0,2,1,0,4,4,4,0,0,0,0,0,3,3,6,0,4,3,0,1,0,0,0,7,4,4,5,6,3,4,4,0,0,0,0,0,6,3,4,8,3,2,2,0,0,0,0,0,6,0
ErikaMcdougall,0,0,1,17,0,2,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,32,3,0,0,1,0,4,11,7,2,1,0,0,0,0,0,0,2,18,7,10,5,0,0,19,3,0,0,0,0,0,0,6,0,0,25,7,6,0,0,0
EsportsRetweeet,0,3,1,1,1,2,5,0,0,1,2,2,3,3,2,5,0,3,1,5,2,0,3,1,2,2,1,1,1,0,3,2,2,3,3,3,3,2,1,3,4,1,5,4,1,1,2,2,1,2,3,1,0,1,5,2,3,2,2,4,2,2,3,4,4,0,4,4,2,0
Estashaniel,0,0,0,0,0,0,8,14,3,5,0,5,0,0,0,0,0,0,0,7,0,0,2,0,2,5,0,0,0,0,0,7,1,0,0,1,3,0,0,0,0,0,0,8,5,0,9,10,0,2,0,0,0,0,1,19,7,0,0,3,3,0,0,0,0,0,0,17,4,0
EthereumSite,0,1,3,1,3,2,5,3,3,2,2,1,5,3,3,2,3,3,4,3,1,1,2,1,3,3,1,1,2,3,3,2,1,1,1,2,3,3,1,3,2,3,4,2,3,2,1,3,3,3,3,3,4,2,4,4,3,2,1,1,5,3,2,2,4,4,4,3,1,0
EthernautsAhoy,0,1,3,2,0,0,2,3,1,1,2,1,1,6,4,3,3,2,4,1,6,4,1,2,1,2,4,0,3,1,3,5,2,3,4,4,1,1,3,4,1,3,0,2,4,1,2,2,4,3,1,4,4,5,2,1,1,2,2,4,1,2,4,1,3,1,3,3,1,0
EversFam,0,13,9,2,0,0,0,0,0,3,0,0,3,26,1,1,1,0,0,0,0,0,0,6,11,12,0,0,7,0,0,0,2,11,1,3,0,9,0,0,0,0,0,0,0,11,0,0,6,0,0,0,1,0,0,0,3,0,0,8,12,8,1,3,0,0,0,0,0,0
Evilcookiezdoes,0,2,4,3,2,5,5,3,11,11,7,6,3,3,3,3,2,2,3,2,2,3,7,6,5,2,3,2,4,2,2,2,1,11,7,4,2,2,3,6,3,2,3,8,7,9,8,3,2,4,2,0,1,1,2,10,17,9,7,6,2,5,4,3,3,5,1,5,11,0
EyeThinkGrow,0,13,4,14,29,0,0,18,9,7,27,19,12,17,0,31,2,0,1,2,0,0,1,10,3,22,0,4,1,1,0,0,3,7,6,11,14,6,63,15,7,6,0,0,3,11,6,1,0,15,17,10,9,0,0,2,0,0,1,3,1,7,2,8,9,0,0,4,1,0
FIGHTINGVETERAN,0,32,0,0,0,0,0,13,6,0,0,0,0,0,12,0,0,0,0,20,12,0,0,11,7,0,24,0,0,0,0,14,15,0,0,0,4,0,0,0,0,0,0,0,0,0,2,22,4,10,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
FLAGDEFENDER1,0,2,6,1,1,0,1,2,0,2,4,3,0,2,4,0,0,0,0,1,1,2,3,5,1,7,3,1,0,0,0,11,1,4,3,0,3,0,0,0,2,0,0,0,0,10,2,5,14,8,3,1,0,0,0,0,14,8,0,6,4,2,2,0,0,0,0,1,0,0
FantasCFan,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,1,0,0,0,0,23,17,0,0,0,0,28,2,1,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,1,0
FarmFairyCrafts,0,6,7,9,6,5,9,8,7,9,4,5,8,5,3,8,7,3,8,4,3,4,5,8,9,4,5,6,3,5,7,7,8,3,5,6,9,5,5,6,8,4,4,6,6,6,8,8,5,6,8,7,9,9,5,5,7,6,5,7,4,5,6,7,7,8,7,9,5,0
Fed_up_minority,0,0,0,0,0,6,7,4,6,0,0,10,15,14,0,0,0,0,0,0,1,1,7,4,15,5,0,0,0,0,0,7,7,2,0,0,5,4,0,0,0,6,11,7,6,9,4,6,1,4,0,0,0,2,21,12,7,5,0,3,7,12,0,0,0,4,5,6,8,0
FetteReal,0,3,0,0,0,0,0,0,0,1,1,10,14,1,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,13,12,6,0,0,18,0,1,0,0,0,0,1,8,15,10,1,12,0,0,0,0,0,0,0,15,16,0,3,2,0,4,0,0,0,0,6,34,14,0
FinTwitTSLA,0,3,3,0,0,1,8,12,6,3,11,1,3,1,1,0,0,0,0,1,5,4,4,2,0,1,0,0,0,0,1,3,3,2,0,0,2,0,1,0,0,0,2,15,4,3,2,8,3,10,6,1,0,0,2,11,4,5,3,4,1,8,5,1,0,1,1,3,7,0
FlyRts,0,2,3,3,1,3,5,6,4,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,2,0,2,4,3,5,4,5,3,5,2,3,2,4,0,6,3,8,3,0,4,0,1,4,2,7,3,8,1,5,11,5,1,1,0,1,0,0,0,0,6,3,0
Forestlive1,0,0,0,0,0,9,7,4,2,3,0,0,0,0,0,0,0,2,4,9,4,0,0,0,0,0,0,0,0,3,2,1,13,6,0,0,0,0,0,0,0,8,7,14,4,0,0,0,0,0,0,0,9,3,6,8,0,0,0,0,0,0,0,0,13,7,11,1,2,0
