,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
jazz1294u,0,6,2,0,0,0,0,1,8,9,4,5,0,0,2,0,0,0,12,6,0,0,1,3,0,0,0,0,0,0,3,7,7,5,0,0,0,2,2,0,0,0,2,3,9,11,10,3,4,0,0,0,0,0,0,0,5,14,0,11,8,0,5,0,0,0,0,0,0,0
jcives1,0,16,17,4,2,0,0,0,4,0,0,1,0,0,6,2,0,0,0,0,1,0,1,8,4,12,9,5,1,0,0,1,4,0,4,0,0,4,2,1,0,0,0,0,0,0,0,0,4,3,10,8,2,0,0,4,0,0,14,0,7,3,5,7,2,0,0,0,0,0
jcmarbury,0,14,2,5,0,0,0,0,4,13,5,2,3,2,1,0,0,0,0,1,3,4,0,8,1,9,1,2,0,0,0,3,2,1,0,0,1,2,0,0,0,0,0,2,1,1,8,10,0,0,0,0,0,0,0,6,0,0,5,4,7,4,3,0,0,0,0,0,1,0
jetrotter,0,3,0,9,6,0,0,1,2,7,7,6,1,6,6,3,0,0,0,0,0,4,1,6,2,7,4,6,0,1,0,0,3,3,1,1,2,2,0,4,0,0,0,0,11,9,4,4,0,9,3,6,7,0,0,0,7,11,5,2,0,1,4,7,0,0,0,0,1,0
jgionova,0,6,4,5,0,1,3,1,4,0,1,5,1,2,1,5,1,6,2,3,3,0,5,3,1,5,2,5,3,0,1,4,1,2,2,3,1,1,2,2,0,2,1,3,2,1,0,5,1,2,2,5,5,2,2,3,2,2,1,5,0,4,4,2,4,3,2,2,2,0
jhawk2467,0,0,0,0,0,0,5,3,6,6,4,0,0,0,0,0,0,0,3,5,10,8,0,2,0,0,0,0,0,0,9,0,2,3,0,2,0,0,0,0,0,0,0,2,2,4,7,5,0,0,0,0,0,0,9,1,11,7,0,4,0,5,1,0,0,0,0,9,5,0
jimdwrench,0,0,0,0,0,15,5,7,22,0,0,2,7,0,0,0,0,0,5,4,0,0,0,2,0,25,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,15,13,0,0,6,9,14,0,0,0,2,20,20,2,0,0,6,3,0,0,0,0,19,4,0,0,0
jockey_bullet,0,4,0,0,0,0,4,11,4,0,5,10,10,7,0,0,0,0,4,3,1,3,3,2,3,11,3,0,0,0,2,3,2,0,0,0,0,5,0,0,0,1,3,7,1,4,0,6,8,8,0,0,0,0,8,2,0,9,8,3,6,4,3,0,0,3,2,0,1,0
jodaka97,0,3,10,3,1,0,0,0,1,10,11,2,2,4,6,2,0,0,0,0,0,0,1,0,10,10,1,7,1,0,0,0,4,9,4,6,6,2,1,1,0,0,0,0,0,0,0,1,12,8,1,3,0,0,0,7,10,2,0,0,5,3,1,3,0,0,0,0,5,0
joe_pelech,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,4,0,5,0,3,5,4,0,4,6,0,1,14,0,0,11,0,9,0,0,7,0,6,9,0,0,10,8,0,1,7,0,0,4,11,0,6,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
joej2020usa,0,1,4,4,0,0,0,0,14,10,6,11,5,7,7,4,0,0,0,0,9,11,3,2,3,6,1,2,0,0,0,0,0,8,4,0,0,3,1,1,0,0,0,0,0,4,8,4,5,4,3,2,0,0,0,0,3,10,6,3,7,2,2,2,0,0,0,0,5,0
john_probasco,0,5,6,1,0,0,0,1,5,9,3,4,2,0,0,2,4,0,0,0,0,5,3,0,0,6,1,3,4,2,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,9,4,7,6,4,5,4,0,0,3,10,1,0,0,1,0,1,9,0,0,0,4,0,1,0
joncgreco1,0,7,3,0,0,0,0,14,1,0,0,0,0,7,3,0,0,0,12,9,11,5,10,0,5,0,0,0,0,0,9,0,0,0,3,10,2,0,1,4,0,0,2,7,3,0,0,2,4,0,0,1,0,0,3,16,0,2,0,4,4,0,0,5,1,0,0,11,0,0
jonnyjo73027005,0,0,0,5,0,0,13,24,10,0,0,0,0,0,8,0,0,0,0,39,3,0,0,0,0,3,3,0,0,0,10,28,0,2,22,6,0,0,2,17,0,0,0,20,4,0,0,0,0,0,42,6,0,0,0,8,6,0,0,0,0,6,0,22,3,0,0,25,0,0
joyreaper,0,8,11,1,0,0,0,3,2,5,5,0,6,21,4,0,0,3,0,3,1,15,6,3,0,2,9,8,0,0,0,0,3,10,2,0,6,7,5,0,0,0,0,3,8,0,0,0,13,7,3,0,0,0,0,0,1,0,0,0,1,13,22,0,0,0,1,2,0,0
jplau1,0,3,0,8,0,7,0,0,0,2,9,2,1,2,2,7,6,0,0,0,0,4,5,5,1,5,5,6,8,0,0,0,0,0,3,5,1,3,1,0,2,0,0,0,0,0,8,1,3,2,2,0,1,1,0,0,0,2,6,3,0,3,1,2,3,0,0,0,0,0
jrbkjrbk,0,0,0,0,4,5,4,0,7,9,3,9,0,0,0,1,10,3,9,0,0,4,2,9,0,12,0,14,0,2,5,1,4,6,0,0,0,0,0,0,6,0,0,0,1,2,0,5,0,0,0,8,0,1,0,0,3,3,0,2,2,0,0,0,0,0,1,0,1,0
jtblogs,0,5,46,17,0,0,0,4,0,4,5,3,0,0,6,3,0,0,0,0,0,3,0,2,1,13,8,9,2,0,10,0,2,0,8,1,8,5,4,1,0,0,0,14,1,3,0,2,1,1,2,2,0,0,4,9,0,2,1,0,1,2,5,0,0,0,3,1,0,0
justine01848685,0,0,0,2,0,0,0,2,13,1,3,0,3,2,1,0,0,0,0,0,3,4,0,1,0,9,3,0,0,0,0,0,4,4,8,2,4,3,1,3,0,0,0,0,3,7,1,5,2,4,2,0,0,0,0,0,4,0,2,16,10,4,5,4,2,0,0,0,7,0
kacrary2,0,0,0,0,0,0,0,5,17,3,1,0,0,0,0,0,0,0,0,2,0,2,8,7,8,14,0,0,0,0,0,6,1,2,2,1,0,4,1,0,0,0,0,11,12,3,7,2,3,2,4,1,1,0,0,5,0,0,0,5,6,0,5,0,0,0,0,1,3,0
kanganbt,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,32,43,19,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karolcummins,0,4,11,1,10,0,0,4,4,3,6,1,1,5,12,1,0,0,0,0,2,1,2,0,1,2,3,2,1,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,4,3,2,4,0,8,10,3,0,0,0,0,9,1,7,4,0,1,2,0,1,0,0,0,0,0
kasmouse,0,4,5,8,11,18,2,1,10,0,1,9,9,6,2,1,4,0,0,0,0,0,0,1,0,1,0,1,15,30,14,1,0,0,6,16,3,4,14,6,1,0,0,0,0,0,0,9,0,4,1,6,2,9,0,0,0,0,0,0,0,10,11,2,1,7,3,0,0,0
kate_hawkins776,0,9,0,6,3,0,0,0,4,21,10,1,20,10,1,2,1,0,0,0,0,1,1,5,1,4,3,1,0,0,0,0,3,0,1,3,5,2,2,0,0,0,0,0,4,7,7,3,5,3,8,1,3,0,0,0,3,5,7,6,3,3,3,0,0,0,0,0,6,0
kathy_borthwick,0,10,8,12,2,4,3,1,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,4,7,0,3,3,0,0,0,0,0,0,5,4,2,4,7,9,0,0,0,0,4,3,6,0,2,2,15,0,0,0,0,0,0,0,0,6,6,4,7,0,1,0,0
kathy_sandoval,0,7,0,3,0,0,0,7,16,20,17,2,4,1,3,0,0,0,0,5,9,2,2,1,0,2,5,1,0,0,0,5,9,1,0,2,0,0,0,0,3,0,0,7,5,0,0,0,0,0,5,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,5,10,0
kaucraig,0,21,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,17,2,0,0,0,0,0,0,0
ke5zbt,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,3,5,4,2,1,0,0,4,5,4,2,1,2,2,0,2,8,5,7,4,0,0,0,2,2,11,8,4,4,2,2,1,2,0,6,4,0,1,1,2,0,1,3,1,2,2,8,8,5,11,11,1,2,0,0
kelbasaking,0,0,0,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,0,20,0,16,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,6,12,0,11,0,2,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,7,9,0
kenspack,0,10,16,0,0,0,0,0,0,5,2,1,0,4,0,3,2,0,0,0,1,0,16,1,6,7,10,0,0,0,0,0,0,5,0,2,0,4,4,0,5,0,0,0,0,3,3,2,0,4,0,3,0,0,0,0,0,4,0,0,7,3,0,9,3,0,0,0,0,0
kevin9359,0,12,0,0,0,0,7,1,7,2,4,3,3,2,0,0,0,0,7,1,0,0,0,3,3,12,4,0,0,8,4,3,1,1,0,1,3,0,0,0,0,0,2,2,0,9,1,0,0,4,0,0,0,0,4,1,3,3,3,0,19,0,0,0,0,0,3,0,6,0
kfobbs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,0,4,0,0,0,0,0,0,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0
kinthenorthwest,0,5,4,0,0,0,0,2,28,9,10,15,4,5,6,2,10,0,0,0,1,5,12,6,1,0,1,1,0,0,0,0,0,1,0,1,1,9,12,0,0,0,0,0,2,9,11,6,10,7,2,0,0,0,0,0,6,5,0,18,11,11,7,0,0,0,0,0,1,0
kirdarearab,0,4,7,4,2,8,3,10,6,9,6,4,5,8,5,4,7,5,3,5,4,3,7,3,2,1,0,3,5,4,5,5,3,5,4,3,3,5,4,5,1,2,0,5,5,4,6,8,3,5,6,3,3,3,6,8,8,4,5,3,4,3,6,3,6,2,5,5,6,0
kirillklip,0,0,0,0,13,0,1,7,3,10,8,0,0,0,0,0,14,5,0,2,0,19,0,0,0,0,0,0,9,0,8,1,0,0,15,1,0,0,0,0,17,3,0,7,9,8,4,0,0,0,0,0,25,0,2,6,6,1,7,0,0,0,0,0,14,0,2,5,19,0
kjones88swag,0,0,0,0,9,0,0,0,0,22,13,1,21,3,7,0,8,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,3,4,0,4,0,0,1,0,0,0,0,0,17,0,0,5,0,7,8,0,0,0,0,0,12,0,18,0,7,3,8,0,0,0,0,0,0
knassios,0,6,2,0,0,0,9,12,0,0,0,5,3,7,3,0,0,0,0,2,5,0,0,0,0,0,0,4,1,0,2,9,9,4,2,3,0,0,0,1,0,0,0,3,2,12,0,0,0,1,5,0,0,0,11,15,0,2,0,0,0,3,14,0,0,0,0,3,9,0
kylie_oneil75,0,0,0,4,0,0,7,16,16,0,0,0,0,0,0,3,0,0,0,5,20,23,11,0,0,0,0,0,0,0,0,11,4,9,12,0,0,0,0,0,0,0,1,10,12,2,3,0,0,0,0,5,0,0,0,15,11,8,5,0,0,0,0,9,0,0,0,7,26,0
lLadyBing,0,4,0,0,0,0,0,3,7,3,0,3,2,0,0,0,0,1,2,0,1,2,9,7,6,6,0,2,0,0,2,10,6,3,0,0,0,1,0,0,0,0,2,1,4,6,5,0,3,2,0,0,0,0,5,7,3,4,6,4,2,3,0,0,0,0,1,6,6,0
ladydwinter,0,3,15,7,1,0,0,7,5,2,1,4,3,7,0,1,0,0,0,0,0,0,2,0,6,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,11,2,0,0,0,0,1,0,0,0,0,0,2,5,2,0,0,25,7,1,0,1,3,1,0
lah3309,0,7,1,0,0,0,6,1,7,2,1,5,2,3,0,0,0,0,13,0,0,0,11,0,9,7,0,0,0,0,6,1,0,2,8,2,3,8,1,0,0,3,6,0,0,0,18,3,3,0,2,0,0,1,2,0,0,19,4,3,2,5,3,0,0,3,0,0,0,0
lauracgilleslil,0,9,5,2,0,0,0,6,4,3,5,7,8,7,1,4,0,0,0,0,1,8,6,2,0,4,2,1,0,0,0,0,0,4,0,3,0,5,2,0,0,0,0,0,2,1,0,1,1,10,1,0,1,0,1,8,1,2,9,10,3,1,2,0,0,0,1,2,4,0
laurafortified,0,2,0,2,0,0,0,0,5,31,0,2,4,11,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,2,6,0,0,0,0,1,3,1,0,0,3,5,6,0,0,0,0,0,7,10,3,3,0,2,0,0,0,0,0,0,19,0
libertyraven,0,0,1,0,0,3,4,3,2,17,0,17,5,0,0,0,0,2,1,0,0,0,0,13,2,0,0,0,0,1,15,0,1,0,1,2,0,0,0,0,0,5,8,0,0,0,0,8,6,1,0,0,0,7,10,0,0,0,0,9,1,0,0,0,0,2,6,0,0,0
librab103,0,1,2,0,0,4,3,3,0,0,2,3,3,5,0,0,0,10,2,3,1,1,1,1,3,1,1,0,0,0,2,5,1,2,2,1,3,3,0,0,0,0,5,12,6,8,0,1,4,9,4,0,0,0,0,7,6,3,3,6,0,7,2,0,0,1,4,0,6,0
lillianmcrowley,0,4,1,0,0,0,0,0,1,0,3,0,0,4,5,0,0,0,0,2,6,0,3,1,5,6,0,0,0,0,0,4,0,38,3,0,1,8,0,0,0,0,0,0,0,3,2,26,0,11,0,0,0,0,0,4,0,0,2,0,1,3,9,0,0,0,0,0,0,0
linckerney,0,0,0,0,0,0,0,12,9,2,8,6,0,0,0,0,0,0,1,0,1,0,24,2,0,0,0,0,0,0,1,9,4,10,6,4,0,0,0,0,0,0,1,6,10,0,8,6,0,0,0,0,0,0,0,12,18,16,3,3,0,0,0,0,0,0,0,4,14,0
lisaturnerdecor,0,0,0,0,0,0,0,1,2,5,12,0,2,2,26,4,0,0,0,0,8,3,0,0,0,14,2,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,0,0,4,8,6,0,0,0,0,0,2,8,7,14,2,0,4,8,6,0,0,0,0,5,0
loannebtran,0,0,0,0,0,14,3,4,2,2,3,3,2,0,0,0,0,12,3,5,3,2,2,5,0,0,0,0,0,0,19,2,0,3,2,2,4,0,0,0,0,20,4,1,0,4,1,1,1,0,0,0,0,0,17,4,2,1,2,5,2,0,0,0,0,19,1,2,1,0
lynn_weiser,0,1,3,2,9,2,0,0,5,8,6,2,4,6,2,1,1,1,0,0,1,10,1,5,0,2,0,2,4,0,4,0,0,3,1,4,2,2,1,2,0,0,0,0,0,3,0,5,0,4,2,0,1,0,0,0,0,4,6,6,5,0,2,1,0,0,2,4,0,0
m_transam,0,1,0,0,0,0,6,7,4,8,3,1,0,1,0,0,0,0,4,3,3,4,0,0,6,0,5,1,0,0,0,4,6,3,0,8,2,0,2,0,0,0,2,1,8,9,7,1,2,0,0,0,0,3,6,11,4,4,7,2,2,0,2,0,0,0,0,6,4,0
mabbster,0,0,1,2,0,0,9,0,0,25,6,0,0,20,3,7,3,2,4,1,0,0,0,0,1,6,2,0,0,0,0,0,0,3,0,0,1,6,3,1,1,0,2,0,0,0,0,0,0,6,0,0,1,5,1,0,3,0,16,11,6,0,0,2,0,1,4,0,1,0
mac9153,0,18,3,0,0,0,0,4,5,0,1,16,0,0,10,7,0,0,0,0,0,0,0,7,0,11,0,0,0,0,2,3,4,3,4,0,0,4,1,0,0,0,1,1,4,0,5,2,2,5,0,0,0,0,0,13,7,8,3,2,0,0,5,0,0,0,0,7,7,0
madmamma4,0,9,2,3,0,0,2,5,1,4,16,0,3,2,2,2,0,0,0,1,2,2,3,2,2,1,6,0,0,0,0,1,3,8,0,0,1,2,25,2,0,0,0,1,10,5,6,4,4,11,26,0,0,0,0,12,4,2,2,9,2,1,3,2,0,0,0,5,5,0
magaxxoo,0,6,1,0,0,0,5,1,10,2,9,4,0,3,0,0,0,0,1,3,0,6,3,1,0,7,1,1,0,0,0,4,0,0,8,0,2,2,1,0,0,0,9,5,9,12,4,3,1,2,1,0,0,0,0,15,5,3,5,9,2,2,1,0,0,0,4,5,4,0
marciojmsilva,0,21,0,0,0,0,0,0,0,1,6,7,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,11,10,0,0,0,0,0,3,0,0,0,2,1,0,24,0,0,0,0,5,0,0,2,2,20,0,0,0,0,0,1,1,0,0
markbspiegel,0,2,1,0,0,0,0,3,6,1,7,2,4,3,4,1,0,0,0,2,8,1,1,3,5,5,0,0,0,0,2,8,0,4,2,5,3,2,2,0,0,0,0,10,6,12,4,5,1,4,3,0,0,0,2,10,9,3,3,8,2,5,3,0,0,0,2,5,12,0
marla_j98,0,1,0,13,10,4,0,0,0,0,5,1,5,0,7,5,2,0,0,0,2,0,4,0,2,0,0,10,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,9,17,0,0,4,4,8,6,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0
marshgre,0,2,10,0,0,0,1,11,8,7,0,2,5,1,4,2,1,0,0,0,1,5,6,7,5,2,9,6,13,0,0,10,4,23,7,7,9,12,5,1,0,0,5,6,7,2,3,3,3,6,2,0,0,0,0,9,1,0,0,2,5,2,2,0,0,0,6,1,3,0
marykmaui,0,1,6,0,0,6,0,7,3,0,0,0,2,1,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,37,13,8,3,0,0,0,0,0,0,0,10,9,3,0,0,0,0,0,1,0,0,0,10,0,2,0,0,1,0,0,0,0,0,0,0,1,0
master_tug,0,1,0,0,0,0,0,3,6,7,19,3,5,2,9,3,0,0,0,3,2,3,14,7,3,13,8,0,0,0,0,3,4,3,3,0,0,1,0,0,0,0,0,0,5,4,4,0,0,1,7,4,0,0,4,4,18,1,2,3,4,1,4,4,0,0,0,0,0,0
mastrolyn,0,5,25,8,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,7,1,6,13,12,0,0,0,0,8,1,0,3,18,2,3,0,0,0,0,0,0,0,21,13,0,0,2,5,0,0,0,0,17,3,8,10,0,2,3,5,0,0,0,0,1,0
maucrews,0,2,0,0,0,0,0,0,0,0,0,6,4,10,9,0,0,0,0,1,2,1,8,5,2,15,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,2,0,0,0,0,9,0,1,10,0,2,6,0,0,0,0,0,0,0,4,0
mchovden1785,0,10,1,0,0,0,13,5,5,6,5,6,0,0,2,0,0,0,0,1,0,0,0,8,0,0,13,0,0,0,0,0,0,2,0,1,13,2,2,0,0,0,0,3,16,30,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
mcm_ct,0,5,0,0,0,0,0,1,4,3,7,1,2,3,4,2,0,0,0,4,2,2,4,1,1,15,2,0,0,0,0,11,2,8,4,1,2,0,0,1,0,0,0,13,0,2,5,1,9,4,2,0,1,3,0,7,3,3,1,4,4,5,3,0,0,0,2,5,3,0
megaph0ne_new,0,6,5,6,3,2,2,5,2,5,3,3,4,2,2,2,1,1,0,2,3,3,2,4,3,2,3,6,3,1,0,4,4,2,5,3,3,3,2,2,1,1,0,6,4,3,4,3,4,4,5,4,3,1,0,5,6,3,4,6,1,3,4,3,2,2,1,5,4,0
miaconserv,0,10,8,0,0,0,8,1,7,4,6,0,0,14,0,0,0,0,5,2,3,2,9,5,4,10,2,0,1,4,0,7,5,3,3,0,10,2,0,0,0,0,2,26,2,0,0,3,13,6,3,0,0,0,8,8,10,15,5,1,2,0,22,0,0,0,3,9,1,0
michaelbeatty3,0,12,3,3,0,0,0,3,1,0,12,2,4,1,0,7,0,0,0,1,0,0,0,0,6,1,2,4,0,0,0,3,4,2,1,2,0,0,11,0,0,0,0,2,5,3,0,1,7,0,0,0,5,0,4,2,4,5,2,0,4,1,2,1,0,0,0,7,1,0
michelle11502,0,0,0,0,0,0,0,0,0,5,13,5,2,1,2,1,0,0,0,0,0,3,3,2,4,2,2,2,1,0,0,0,0,7,12,8,3,4,4,2,2,0,0,0,0,0,0,0,7,2,8,18,2,0,0,0,0,30,26,9,2,1,3,0,1,0,0,0,0,0
michellebullet1,0,1,7,3,9,2,3,3,2,1,2,5,2,4,2,2,5,1,2,1,3,2,2,6,6,2,1,4,4,4,2,4,4,2,2,5,2,2,5,1,2,3,2,2,1,5,6,1,2,2,4,3,2,2,3,2,3,3,3,2,4,4,6,1,4,1,3,4,1,0
micjojd,0,6,0,0,0,0,0,4,1,10,4,6,7,0,1,0,0,0,0,1,4,2,8,2,6,0,4,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,3,0,0,11,2,2,4,1,2,0,0,0,2,7,7,3,8,3,3,1,1,0,0,0,0,1,0,0
miller_gwen,0,7,8,6,4,0,0,0,0,6,1,6,3,0,4,5,0,0,0,0,3,2,4,12,6,10,4,3,6,0,0,0,4,18,6,12,1,0,7,7,1,0,0,0,1,0,5,10,6,2,2,8,2,0,0,0,1,18,4,0,3,7,0,4,1,0,0,0,0,0
missb62,0,4,15,1,0,0,0,0,5,27,9,1,7,7,3,1,0,0,0,0,1,4,1,0,3,4,3,3,0,0,0,0,5,0,4,2,0,2,3,2,0,0,0,0,10,11,1,5,0,2,4,3,0,0,0,0,10,3,13,3,10,0,3,2,0,0,0,3,12,0
mitchiepoo46,0,0,0,2,1,1,2,3,8,13,8,8,0,0,3,0,0,1,1,0,8,2,13,0,0,6,0,4,0,8,4,9,6,3,14,0,0,0,0,3,0,0,2,4,9,13,0,0,20,0,0,8,1,0,1,11,7,4,9,0,0,0,7,2,0,0,0,0,7,0
mizclaudi,0,9,6,10,3,0,0,6,11,1,2,10,11,2,11,0,0,6,2,7,7,0,8,8,3,7,6,11,0,0,2,9,5,10,2,3,6,4,3,2,0,0,0,3,3,2,2,6,9,1,0,0,0,0,8,10,15,4,0,0,5,1,0,0,1,1,4,2,0,0
mlong42947,0,12,6,0,1,0,0,0,1,5,7,5,4,4,5,0,0,0,0,2,8,11,2,1,1,7,2,2,0,2,0,2,1,3,4,4,0,1,1,2,0,0,0,2,5,4,6,3,4,0,0,2,0,0,0,11,14,4,6,6,6,9,6,0,0,0,0,5,2,0
mommags2579,0,9,4,0,0,0,7,13,4,8,7,2,8,1,0,0,0,0,7,11,0,4,1,1,7,0,0,5,3,0,0,0,2,3,3,4,2,0,0,0,0,2,4,1,6,3,2,0,0,4,5,0,0,0,10,7,2,16,8,9,3,10,0,0,0,0,5,5,0,0
mormondancer1,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,9,0,4,2,3,17,34,7,13,13,4,6,0,0,0,2,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse458,0,0,0,0,0,0,0,0,1,12,1,3,3,2,0,0,0,0,0,0,0,34,0,23,1,0,0,0,0,0,0,0,0,2,3,7,1,0,2,0,0,0,0,0,1,5,9,7,10,10,1,3,0,0,0,0,6,1,4,11,16,3,0,3,0,0,0,0,12,0
mshopemac,0,2,0,0,0,0,6,7,10,7,7,0,3,5,1,0,0,0,1,1,9,2,0,0,1,0,0,0,0,0,0,2,4,1,3,1,1,0,0,0,0,0,2,2,5,5,4,7,0,7,0,0,0,1,0,7,6,6,5,0,0,2,0,0,0,0,1,5,3,0
mwiley4975,0,6,7,0,0,0,4,3,5,6,2,6,2,3,5,0,0,0,6,1,0,0,16,0,1,1,0,0,0,0,0,0,0,1,0,10,3,0,2,0,0,0,9,6,1,7,0,13,2,6,1,0,0,0,6,8,4,7,5,2,2,1,5,2,0,0,2,0,4,0
mymretail,0,6,6,6,2,6,6,6,8,7,8,4,5,8,3,3,6,4,5,3,5,3,6,4,2,2,1,1,5,3,7,4,1,6,3,1,4,4,3,6,4,1,1,2,7,1,8,7,3,5,5,6,3,3,5,6,8,5,5,4,4,2,7,4,3,6,5,4,6,0
nancyl367,0,8,10,0,0,0,0,0,0,10,7,0,7,2,0,1,0,0,0,0,5,0,6,0,8,0,4,0,0,0,0,10,0,0,0,0,0,3,7,0,0,0,8,3,0,0,0,3,10,3,2,0,0,0,0,12,8,0,7,6,0,2,12,0,0,0,0,21,0,0
nancypeggy,0,19,2,0,0,0,0,12,6,4,0,0,30,9,2,0,0,0,0,0,19,0,1,1,0,16,0,0,0,0,0,0,12,2,0,1,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,8,0,19,3,0,0,0,0,0,0,0,0,0,0,0
nawillyms,1,19,6,0,0,0,0,0,6,19,16,16,2,0,0,0,0,0,0,1,1,6,0,8,2,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,4,0,0,0,7,5,6,0,0,0,0,4,9,0,0,0,6,1,0,0,0,0,2,0,0
ncar999,0,4,1,2,22,5,0,0,1,6,0,2,1,11,1,14,11,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,7,8,6,1,5,0,0,0,0,0,14,0,34,11,2,0,0,1,0,0,0,0,25,0,2,24,4,18,0,0,0,0,0
neff630,0,5,1,0,0,0,3,6,1,8,3,4,1,3,6,0,0,0,0,0,0,2,3,3,2,3,1,0,0,0,0,2,1,3,2,1,2,1,2,0,0,0,1,4,5,12,2,1,0,1,4,0,0,2,5,9,5,2,4,9,1,8,5,0,0,0,1,2,2,0
neil_born,0,0,0,0,0,0,1,7,7,7,2,3,0,2,3,1,0,1,0,2,1,0,2,0,0,2,0,0,0,4,1,8,1,2,0,0,0,3,3,0,0,0,1,8,0,11,11,2,2,0,0,0,0,0,1,6,4,8,10,4,5,0,0,0,0,0,0,0,11,0
nicedays4it,0,0,0,0,0,0,0,0,0,0,5,0,5,6,3,5,0,0,0,0,4,10,0,0,0,3,10,0,0,0,5,20,0,0,8,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,10,0,9,3,6,0,0,0,0,0,0,0,0
nightingalern,0,1,0,0,0,0,4,2,0,0,0,2,0,8,0,0,0,0,3,1,2,1,0,5,0,6,0,0,0,0,1,1,0,6,0,1,3,0,0,0,0,0,1,1,7,12,2,14,10,2,1,0,0,0,3,5,3,1,15,10,4,0,0,0,3,1,0,5,2,0
